SURVYEAR	FIPST	STABR	STATENAME	SEANAME	LEAID	ST_LEAID	LEA_NAME	SCHID	ST_SCHID	NCESSCH	SCH_NAME	MSTREET1	MSTREET2	MSTREET3	MCITY	MSTATE	MZIP	MZIP4	PHONE	LSTREET1	LSTREET2	LSTREET3	LCITY	LSTATE	LZIP	LZIP4	UNION	OUT_OF_STATE_FLAG	SCH_TYPE_TEXT	SCH_TYPE	RECON_STATUS	GSLO	GSHI	LEVEL	VIRTUAL	BIES	SY_STATUS_TEXT	SY_STATUS	UPDATED_STATUS_TEXT	UPDATED_STATUS	EFFECTIVE_DATE	CHARTER_TEXT	PKOFFERED	KGOFFERED	G1OFFERED	G2OFFERED	G3OFFERED	G4OFFERED	G5OFFERED	G6OFFERED	G7OFFERED	G8OFFERED	G9OFFERED	G10OFFERED	G11OFFERED	G12OFFERED	G13OFFERED	AEOFFERED	UGOFFERED	NOGRADES	CHARTAUTH1	CHARTAUTHN1	CHARTAUTH2	CHARTAUTHN2	IGOFFERED
2014-2015	06	CA	CALIFORNIA	California Department of Education	0622710	1964733	Los Angeles Unified	13614	1930841	062271013614	North Valley Occupational Center	11450 Sharp Ave.			Mission Hills	CA	91345	1232	8183659645	11450 Sharp Ave.			Mission Hills	CA	91345	1232	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:46:09	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0622710	1964733	Los Angeles Unified	13636	1930114	062271013636	Harbor Occupational Center	740 N. Pacific Ave.			San Pedro	CA	90731	1696	3105475551	740 N. Pacific Ave.			San Pedro	CA	90731	1696	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:46:07	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0622710	1964733	Los Angeles Unified	13644	1938943	062271013644	Van Nuys Community Adult	6535 Cedros Ave.			Van Nuys	CA	91411	1506	8187786000	6535 Cedros Ave.			Van Nuys	CA	91411	1506	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:46:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0622710	1964733	Los Angeles Unified	13649	1933027	062271013649	Benjamin Franklin Community	820 N. Ave. 54			Los Angeles	CA	90042	2428	3235502100	820 N. Ave. 54			Los Angeles	CA	90042	2428	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:46:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0622710	1964733	Los Angeles Unified	13662	1935303	062271013662	Los Angeles Community Adult	4650 W. Olympic Blvd.			Los Angeles	CA	90019	1831	3239003500	4650 W. Olympic Blvd.			Los Angeles	CA	90019	1831	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:46:25	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0622800	4369534	Los Gatos-Saratoga Joint Union High	12578	4334272	062280012578	Los Gatos-Saratoga JUHSD Adult Education Program	17421 Farley Rd. W.			Los Gatos	CA	95030		4083542520	17421 Farley Rd. W.			Los Gatos	CA	95030		000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:13:03	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0623080	4068759	Lucia Mar Unified	13555	4030052	062308013555	Lucia Mar Adult	602 Orchard St.			Arroyo Grande	CA	93420	3928	8054743900	1425 19th St			Oceano	CA	93420	3928	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:11:01	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0623160	1964774	Lynwood Unified	13516	1935410	062316013516	Lynwood Adult	4050 E. Imperial Hwy.			Lynwood	CA	90262		3106043096	11277 Atlantic Ave.			Lynwood	CA	90262	5106	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0623340	2065243	Madera Unified	13310	2035608	062334013310	Madera Adult	955 W. Pecan Ave.			Madera	CA	93637	6206	5596754425	955 W. Pecan Ave.			Madera	CA	93637	6206	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:50:34	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0623610	3968593	Manteca Unified	13627	3930161	062361013627	Manteca Adult	PO Box 32			Manteca	CA	95336	0032	2098587330	2271 W. Louise Ave.			Manteca	CA	95337	0032	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:10:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0623940	2265532	Mariposa County Unified	13241	2230092	062394013241	Mariposa Adult	PO Box 127			Mariposa	CA	95338		2097420260	5074 Old Highway N.			Mariposa	CA	95338	5001	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:51:03	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0624030	0761739	Martinez Unified	13647	0730069	062403013647	Martinez Adult High	600 F St.			Martinez	CA	94553	3298	9252283276	600 F St.			Martinez	CA	94553	3298	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:38:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0624500	4373387	Milpitas Unified	13407	4330494	062450013407	Milpitas Adult	1331 E. Calaveras Blvd.			Milpitas	CA	95035	5707	4086352692	1331 E. Calaveras Blvd.			Milpitas	CA	95035	5707	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:13:42	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0624660	2465789	Merced Union High	13416	2434900	062466013416	Merced Adult	PO Box 3707			Merced	CA	95344	3707	2093856524	50 E. 20th St.			Merced	CA	95344	3707	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:51:35	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0624750	1764055	Middletown Unified	13227	1730084	062475013227	Middletown Adult Education	PO Box 338			Middletown	CA	95461	0338	9163190800	20932 Big Canyon Rd.			Middletown	CA	95461	0338	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:42:53	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625150	5071175	Modesto City High	13314	5034806	062515013314	Elliott Adult Education Center	500 Locust St			Modesto	CA	95351	2633	2095764621	500 Locust St			Modesto	CA	95351	2633	060	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:15:58	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625190	2573585	Modoc Joint Unified	13341	2530079	062519013341	Modoc Community Adult	802 N. E. St.			Alturas	CA	96101		5302337201	802 N. E. St.			Alturas	CA	96101		000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:51:45	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625230	1563677	Mojave Unified	13646	1530427	062523013646	Douglas Adult	3200 Pat Ave.			Mojave	CA	93501	1154	6618242411	3200 Pat Ave.			Mojave	CA	93501	1154	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:42:17	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625320	1964790	Monrovia Unified	13625	1935907	062532013625	Monrovia Community Adult	920 S. Mountain Ave.			Monrovia	CA	91016	3641	6264713035	920 S. Mountain Ave.			Monrovia	CA	91016	3641	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:25	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625470	1964808	Montebello Unified	13234	1930809	062547013234	Bell Gardens Adult	6119 Agra St.			Bell Gardens	CA	90201	1705	3238877955	6119 Agra St.			Bell Gardens	CA	90201	1705	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:27	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625470	1964808	Montebello Unified	13402	1995364	062547013402	Ford Park Community Adult	7800 Scout Ave.			Bell Gardens	CA	90201	5630	5629277759	7800 Scout Ave.			Bell Gardens	CA	90201	5630	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:29	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625470	1964808	Montebello Unified	13492	1995273	062547013492	Schurr Community Adult	820 N. Wilcox Ave.			Montebello	CA	90640	1808	3237215434	820 N. Wilcox Ave.			Montebello	CA	90640	1808	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:28	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625470	1964808	Montebello Unified	13552	1935972	062547013552	Montebello Adult	149 N. 21st St.			Montebello	CA	90640		3238877844	2100 W. Cleveland Ave.			Montebello	CA	90640	4032	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:28	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625530	2766092	Monterey Peninsula Unified	13221	2732501	062553013221	Monterey Adult/ROP	222 Casa Verde Way			Monterey	CA	93940	3753	8316451224	222 Casa Verde Way			Monterey	CA	93940	3753	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:52:03	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625690	5673940	Moorpark Unified	13616	0123380	062569013616	Moorpark Adult Education	4500 Tierra Rejada Rd.			Moorpark	CA	93021	9772	8053786300	4500 Tierra Rejada Rd.			Moorpark	CA	93021	9772	000	N	Reportable Program	5	No	11	12	3	No	2	Open	1	Open	1	14JAN2015:12:18:13	No	N	N	N	N	N	N	N	N	N	N	N	N	Y	Y	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625800	3367124	Moreno Valley Unified	13294	3333754	062580013294	Moreno Valley Adult Education	24551 Dracaea Ave.			Moreno Valley	CA	92553	3745	9515714790	24551 Dracaea Ave.			Moreno Valley	CA	92553	3745	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:56:19	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0625830	4369583	Morgan Hill Unified	13440	4330072	062583013440	Community Adult	17940 Monterey St.			Morgan Hill	CA	95037	3660	4082016520	17940 Monterey St.			Morgan Hill	CA	95037	3660	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:13:06	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0626310	4369609	Mountain View-Los Altos Union High	13505	4334561	062631013505	Adult Education	333 Moffett Blvd.			Mountain View	CA	94043	4725	6509401333	333 Moffett Blvd.			Mountain View	CA	94043	4725	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:13:11	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0626370	0761754	Mt. Diablo Unified	12590	0735670	062637012590	Pleasant Hill Education Center	1 Santa Barbara Rd.			Pleasant Hill	CA	94523	4417	9259382564	1 Santa Barbara Rd.			Pleasant Hill	CA	94523	4417	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:38:28	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0626370	0761754	Mt. Diablo Unified	13565	0730168	062637013565	Loma Vista Adult Center	1266 San Carlos Ave.			Concord	CA	94518	1102	9256857340	1266 San Carlos Ave.			Concord	CA	94518	1102	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:38:25	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0626640	2866266	Napa Valley Unified	13408	2830040	062664013408	Napa Valley Adult	1600 Lincoln Ave.			Napa	CA	94558	6006	7072533594	1600 Lincoln Ave.			Napa	CA	94558	6006	000	N	Reportable Program	5	No	09	12	3	No	2	Open	1	Open	1	14JAN2015:11:52:28	No	N	N	N	N	N	N	N	N	N	N	Y	Y	Y	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0626880	2966357	Nevada Joint Union High	12606	2930113	062688012606	Nevada Adult	12338 McCt.ney Rd.			Grass Valley	CA	95949	9756	5302722643	12338 McCt.ney Rd.			Grass Valley	CA	95949	9756	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:52:45	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0626910	0161242	New Haven Unified	13230	0134635	062691013230	New Haven Adult	600 G St.			Union City	CA	94587		5104892185	1800 H St.			Union City	CA	94587	3321	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:36:22	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0627060	0161234	Newark Unified	13389	0135418	062706013389	Newark Adult	35777 Cedar Blvd.			Newark	CA	94560	1848	5108183702	35777 Cedar Blvd.			Newark	CA	94560	1848	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:36:19	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0627200	5073601	Newman-Crows Landing Unified	13425	5030150	062720013425	Newman-Crows Landing Adult	908 Main St.			Newman	CA	95360	1199	2098622309	908 Main St.			Newman	CA	95360	1199	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:16:07	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0627240	3066597	Newport-Mesa Unified	13321	3030715	062724013321	Newport-Mesa Adult	2985 Bear St., Bldg. A			Costa Mesa	CA	92626	4300	9495156996	2045 Meyer Pl.			Costa Mesa	CA	92627	2697	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:53:48	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0627590	2773825	North Monterey County Unified	13631	2730059	062759013631	North Monterey County Adult	17500 Pesante Rd.			Salinas	CA	93907	1552	8316636154	17500 Pesante Rd.			Salinas	CA	93907	1552	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:52:15	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0627690	1964840	Norwalk-La Mirada Unified	13248	1936459	062769013248	Norwalk-La Mirada Adult	15711 Pioneer Blvd.			Norwalk	CA	90650	5849	5628689858	15711 Pioneer Blvd.			Norwalk	CA	90650	5849	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:39	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0627720	2165417	Novato Unified	13648	2132256	062772013648	Novato Adult Education Center	740 Diablo Blvd.			Novato	CA	94947	4062	4158977655	740 Diablo Blvd.			Novato	CA	94947	4062	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:50:51	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0628050	0161259	Oakland Unified	13300	0130542	062805013300	Oakland Adult and Career Education	2607 Myrtle St.			Oakland	CA	94607		5102732300	2607 Myrtle St.			Oakland	CA	94607		000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:36:38	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0628050	0161259	Oakland Unified	13312	0135665	062805013312	Edward Shands Adult	ACE Office @ McClymonds	2607 Myrtle St.		Oakland	CA	94607		5102732300	2455 Church St.	2607 Myrtle St.		Oakland	CA	94605	2370	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:36:39	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0628050	0161259	Oakland Unified	13630	0130187	062805013630	Neighborhood Centers Adult Education	ACE Office at McClymonds	2607 Myrtle St.		Oakland	CA	94607		5102732300	750 International Blvd.	2607 Myrtle St.		Oakland	CA	94606	2214	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:36:38	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0628270	5672520	Ojai Unified	12603	5630157	062827012603	Ojai Adult	414 E. Ojai Ave.			Ojai	CA	93023	2819	8056404330	414 E. Ojai Ave.			Ojai	CA	93023	2819	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:17:39	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0628650	3066621	Orange Unified	13430	3030566	062865013430	ROP-Career Education	250 S. Yorba St.			Orange	CA	92869		7146285464	250 S. Yorba St.			Orange	CA	92869		000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:54:01	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629130	0461515	Oroville Union High	13373	0430017	062913013373	Oroville Adult Education Career and Technical Center	2750 Mitchell Ave			Oroville	CA	95966		5305385350	2750 Mitchell Ave			Oroville	CA	95966		000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:37:42	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629270	5672546	Oxnard Union High	13257	5634480	062927013257	Oxnard Adult	1101 W. Second St.			Oxnard	CA	93030		8053852578	1101 W. Second St.			Oxnard	CA	93030		000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:17:48	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629370	2766134	Pacific Grove Unified	13401	2733558	062937013401	Pacific Grove Adult	1025 Lighthouse Ave.			Pacific Grove	CA	93950	2423	8316466580	1025 Lighthouse Ave.			Pacific Grove	CA	93950	2423	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:52:06	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629490	4469799	Pajaro Valley Unified	13235	4437802	062949013235	Watsonville/Aptos Adult Education	294 Green Valley Rd.			Watsonville	CA	95076	4210	8317862160	294 Green Valley Rd.			Watsonville	CA	95076	4210	000	N	Reportable Program	5	No	12	12	3	No	2	Open	1	Open	1	14JAN2015:12:13:51	No	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629550	3367173	Palm Springs Unified	13395	3330321	062955013395	Palm Springs Adult	2248 E. Ramon Rd			Palm Springs	CA	92264	7917	7607780494	2248 E. Ramon Rd			Palm Springs	CA	92264	7917	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:56:31	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629610	4369641	Palo Alto Unified	13634	4335584	062961013634	Palo Alto Adult Education	50 Embarcadero Rd.			Palo Alto	CA	94301	2321	6503293752	50 Embarcadero Rd.			Palo Alto	CA	94301	2321	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:12:13:17	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
2014-2015	06	CA	CALIFORNIA	California Department of Education	0629700	1964865	Palos Verdes Peninsula Unified	13592	1996149	062970013592	Palos Verdes Adult	38 Crest Rd. W.			Rolling Hills	CA	90274	5058	3105417626	38 Crest Rd. W.			Rolling Hills	CA	90274	5058	000	N	Reportable Program	5	No	AE	AE	4	No	2	Open	1	Open	1	14JAN2015:11:48:51	No	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	NOT APPLICABLE	R
